FID,RowID_,SRRecordID,ServiceReq,SRType,MethodRece,CreatedDat,SRStatus,StatusDate,DueDate,CloseDate,Agency,LastActivi,LastActi_1,Outcome,Address,ZipCode,Neighborho,CouncilDis,PoliceDist,PolicePost,Latitude,Longitude,GeoLocatio,NeedsSync,IsDeleted,HashedReco,timetoclose
29246,1817382,500VO00000HlNNeYAN,24-00817380,SW-Dirty Alley,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"608 RESERVOIR ST, Baltimore City, 21217",21217,Reservoir Hill,7,Western,735,39.313002132689917,-76.627265086305130,"(39.313002132689917, -76.627265086305130)",0,0,bOZoUaXhH32izo27/xIZV5gF2gMtrORU6U3e9N5d0OE=,2
29247,1790651,500VO00000GWqwjYAD,24-00765970,SW-Dirty Street,API,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,Work completed,"3200 SAINT PAUL ST, Baltimore City, 21218",21218,Charles Village,14,Northern,514,39.327220989718427,-76.616236909311340,"(39.327220989718427, -76.616236909311340)",0,0,ldiCmd5g3EobKWurK1EeP4t7cSVWh9jazaNPzDKzVjk=,8
29248,1817432,500VO00000HlpaBYAR,24-00817833,SW-Dirty Street,Phone,1726617600000,Closed,1729814400000,1730246400000,1729814400000,Solid Waste,Service Response,1729814400000,Work could not be completed,"3234 POWHATAN AVE, BC, 21216",21216,Hanlon-Longwood,7,Northwestern,613,39.319601748482832,-76.670634160853695,"(39.319601748482832, -76.670634160853695)",0,0,90T4B+IPdhgPeLF0mfAWLwwW+UbhKKIC5LuWTs5cfLU=,37
29249,1817435,500VO00000HlpF2YAJ,24-00817499,SW-Dirty Alley,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"5504 MIDWOOD AVE, Baltimore City, 21212",21212,Cameron Village,4,Northeastern,412,39.355695186476865,-76.601932706601545,"(39.355695186476865, -76.601932706601545)",0,0,PdtQ4DEasvuy/U0XNK0K843Vt3l8S8NfEoKjrSH8gwM=,2
29250,1790691,500VO00000GwrIuYAJ,24-00784265,SW-Dirty Street,Phone,1725667200000,Closed,1726099200000,1726531200000,1726099200000,Solid Waste,Service Response,1726099200000,Work completed,"1441 WASHINGTON BLVD, Baltimore City, 21230",21230,Washington Village/Pigtown,10,Southern,931,39.278954743130427,-76.637309637776440,"(39.278954743130427, -76.637309637776440)",0,0,lk1oAt6DRkbMS7bIzrf9PpCH+oqvQcP1l6ZHCVT5jyc=,5
29251,1817438,500VO00000HLPGAYA5,24-00800851,SW-Dirty Street,Phone,1726099200000,Closed,1726531200000,1727049600000,1726531200000,Solid Waste,Service Response,1726531200000,Work completed,"1800 WILHELM ST, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,832,39.283841865520358,-76.645370201824349,"(39.283841865520358, -76.645370201824349)",0,0,3pzg9/EATCsBf2J+dnZ7y4oxOznTOovt4Vij+Qi7fJk=,5
29252,1790714,500VO00000GWRtXYAX,24-00765711,SW-Dirty Street,API,1725148800000,Closed,1725667200000,1725926400000,1725667200000,Solid Waste,Service Response,1725667200000,Work completed,"CLAREMONT ST & S DEAN ST, Baltimore City, 21224",21224,Highlandtown,2,Southeastern,212,39.289481609889869,-76.566665432650865,"(39.289481609889869, -76.566665432650865)",0,0,8FKn3KZ3nOjNJf7NgNiwCXPoHJp7KdzVMcR0eRHID3U=,6
29253,1817440,500VO00000HlPhDYAV,24-00817523,SW-Dirty Street,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,SR assessed and no cause for action determined,"EAGLE ST & S PAYSON ST, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,831,39.280972964493024,-76.647377794344067,"(39.280972964493024, -76.647377794344067)",0,0,p3J68u+LsrFyw/FZDcO2T5mDDuTeFy9uTURgBDG1UQA=,2
29254,1790730,500VO00000GWSCrYAP,24-00765674,SW-Dirty Street,Phone,1725148800000,Closed,1725926400000,1725926400000,1725926400000,Solid Waste,Service Response,1725926400000,Work completed,"6200 BLK MARLUTH AVE, Baltimore City, 21206",21206,Cedmont,2,Northeastern,434,39.350650095748136,-76.534733617610513,"(39.350650095748136, -76.534733617610513)",0,0,6wIXsVWJSw3d5bsqK0dJ3J+c1E33+pEZyHlaS8+Vk4A=,9
29255,1817449,500VO00000HlpooYAB,24-00817613,SW-Dirty Street,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"THE ALAMEDA & E NORTHERN PKWY, Baltimore City, 21239",21239,Ramblewood,4,Northeastern,414,39.366936271622826,-76.593333121069222,"(39.366936271622826, -76.593333121069222)",0,0,5r7dI3LkyY9/2uCMIEfsOR+7AyfqsAs3pt90wH+xWAQ=,2
29256,1790782,500VO00000GWtjJYAT,24-00766018,SW-Dirty Alley,API,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,SR assessed and no cause for action determined,"1500 BLK W LAFAYETTE-LANVALE 2, Baltimore City, 21217",21217,Harlem Park,9,Western,715,39.298089542901721,-76.641740600050866,"(39.298089542901721, -76.641740600050866)",0,0,EuQUJD7TSTatyJ/3IQpbSr/OhbqwXKFP5x0dl3GOtFQ=,8
29257,1817462,500VO00000HlpZzYAJ,24-00817470,SW-Dirty Alley,Phone,1726617600000,Closed,1727136000000,1727395200000,1727136000000,Solid Waste,Service Response,1727136000000,Work completed,"112 E WEST ST, Baltimore City, 21230",21230,Riverside,11,Southern,934,39.276271862616980,-76.610818436610103,"(39.276271862616980, -76.610818436610103)",0,0,TzR0U4hRzTUSXX8AtapakcgHwKAKGsdzra30FzdHClw=,6
29258,1817468,500VO00000Hlq2zYAB,24-00817439,SW-Dirty Alley,Phone,1726617600000,Closed,1727049600000,1727395200000,1727049600000,Solid Waste,Service Response,1727049600000,Work completed,"3500 BLK 6TH ST, Baltimore City, 21225",21225,Brooklyn,10,Southern,916,39.238158834355787,-76.601387085017251,"(39.238158834355787, -76.601387085017251)",0,0,BUrm4mxx9DlqaVwEasF+IEcHE5+FdqxUZoyMskIE7CE=,5
29259,1790820,500VO00000GWUpoYAH,24-00765782,SW-Dirty Alley,API,1725148800000,Closed (Duplicate),1725321600000,1725926400000,1725321600000,Solid Waste,Service Response,1725321600000,Work completed,"2811 E MONUMENT ST, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,226,39.298866581043086,-76.577617405478691,"(39.298866581043086, -76.577617405478691)",0,0,50Z/p97OhKtC1LTeRWHqyxg+d2bZTtSezh+isMXYfJ0=,2
29260,1790822,500VO00000GWutwYAD,24-00766263,SW-Dirty Alley,API,1725148800000,Closed,1725667200000,1725926400000,1725667200000,Solid Waste,Service Response,1725667200000,Work completed,"1650 CHILTON ST, Baltimore City, 21218",21218,Coldstream Homestead Montebello,14,Eastern,315,39.327708421833229,-76.592234520079543,"(39.327708421833229, -76.592234520079543)",0,0,maVH97VicpPqSfpPP10NX0wBd3rvvjSifpv1KlJHkoc=,6
29261,1817511,500VO00000HlrgdYAB,24-00817732,SW-Dirty Street,Phone,1726617600000,Closed,1727049600000,1727395200000,1727049600000,Solid Waste,Service Response,1727049600000,Work completed,"5100 EDMONDSON AVE, Baltimore City, 21229",21229,Westgate,8,Southwestern,813,39.291242020178018,-76.705493321235011,"(39.291242020178018, -76.705493321235011)",0,0,UPlJu+dgPrvik2GM8+63SS3/I08mjkQ2s/cq1lDVCH8=,5
29262,1790823,500VO00000GWuViYAL,24-00766209,SW-Dirty Alley,Phone,1725148800000,Closed,1725580800000,1725926400000,1725580800000,Solid Waste,Service Response,1725580800000,SR assessed and no cause for action determined,"500 N DUNCAN ST, Baltimore City, 21205",21205,CARE,13,Southeastern,222,39.296804096817517,-76.587915061036156,"(39.296804096817517, -76.587915061036156)",0,0,0ZnL1nzUi32sg7+cgY+zsH/0KDzJU9kdxzHO75VAX5g=,5
29263,1817544,500VO00000HLrXOYA1,24-00801263,SW-Dirty Alley,Phone,1726099200000,Closed,1726531200000,1727049600000,1726531200000,Solid Waste,Service Response,1726531200000,Work completed,"E 22ND ST & N CHARLES ST & W 22ND ST, Baltimore City, 21218",21218,Old Goucher,12,Eastern,312,39.314237534293291,-76.616755613425454,"(39.314237534293291, -76.616755613425454)",0,0,PNKlJHpEcQSK3r8cjvXGSUa15biMRlN5vYqRdrOeJxE=,5
29264,1790846,500VO00000GWvhvYAD,24-00766076,SW-Dirty Alley,API,1725148800000,Closed,1725926400000,1725926400000,1725926400000,Solid Waste,Service Response,1725926400000,Work completed,"2100 BLK TIFFANY AL, Baltimore City, 21217",21217,Druid Heights,7,Western,712,39.309524293599715,-76.635661720665794,"(39.309524293599715, -76.635661720665794)",0,0,IA0zn1lvdfyVWb+86TqwZBcEF7K53qbUbnocxsaU/qo=,9
29265,1790903,500VO00000GWx5PYAT,24-00766201,SW-Dirty Alley,API,1725148800000,Closed,1725926400000,1725926400000,1725926400000,Solid Waste,Service Response,1725926400000,Work completed,"3600 WEST BAY AVE, Baltimore City, 21225",21225,Brooklyn,10,Southern,913,39.233426795296261,-76.594498469367082,"(39.233426795296261, -76.594498469367082)",0,0,AwGqbHTRM04XXI9VpAZ79MdPd5I2Chu28CvtpovrXcs=,9
29266,1817550,500VO00000HlS8lYAF,24-00817233,SW-Dirty Alley,Phone,1726617600000,Closed,1726704000000,1727395200000,1726704000000,Solid Waste,Service Response,1726704000000,Work completed,"30 S DECKER AVE, Baltimore City, 21224",21224,Patterson Park Neighborhood,1,Southeastern,213,39.291458292671429,-76.574134357329555,"(39.291458292671429, -76.574134357329555)",0,0,TxlVRhieMDMqAYJv2WW4N2N40KcKmVOHCVa2zW/4ZKE=,1
29267,1790912,500VO00000GWXHPYA5,24-00765908,SW-Dirty Street,API,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,Work completed,"3557 4TH ST, Baltimore City, 21225",21225,Brooklyn,10,Southern,915,39.237844765965512,-76.604906232158100,"(39.237844765965512, -76.604906232158100)",0,0,z0GFqVkmcF4pPSXg/Reb5/7y2NFhDdF/6vmmAOcANOo=,8
29268,1817563,500VO00000HlSLeYAN,24-00817067,SW-Dirty Alley,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"39 N BENTALOU ST, Baltimore City, 21223",21223,Penrose/Fayette Street Outreach,9,Southwestern,824,39.288950017774106,-76.652775419320051,"(39.288950017774106, -76.652775419320051)",0,0,tMzV+v/opPPRtfPvpseW7atzuuQwRdUm8Fwv68GEF/g=,2
29269,1817626,500VO00000HlU2VYAV,24-00817336,SW-Dirty Alley,API,1726617600000,Closed,1726704000000,1727395200000,1726704000000,Solid Waste,Service Response,1726704000000,Work completed,"539 N LUZERNE AVE, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.297612070483744,-76.580600157537020,"(39.297612070483744, -76.580600157537020)",0,0,PDg6cdw4Lxhzbjbo6XgmXSA4vuAY98II3wRobCut6Kw=,1
29270,1790940,500VO00000Gwy4EYAR,24-00784198,SW-Dirty Alley,API,1725667200000,Closed,1726185600000,1726531200000,1726185600000,Solid Waste,Service Response,1726185600000,SR assessed and no cause for action determined,"1821 W LOMBARD ST, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,832,39.286055660976800,-76.646056395290543,"(39.286055660976800, -76.646056395290543)",0,0,tVA0kaDdKze76NbqTw36M2D6VKr5V02Xz3GrI57NpQY=,6
29271,1817650,500VO00000HlujMYAR,24-00817708,SW-Dirty Street,Phone,1726617600000,Closed,1727049600000,1727395200000,1727049600000,Solid Waste,Service Response,1727049600000,Work completed,"29TH DIVISION ST & N EUTAW ST, Baltimore City, 21201",21201,Madison Park,11,Western,736,39.302205569277390,-76.624080896366735,"(39.302205569277390, -76.624080896366735)",0,0,CnrZM8iDM3IWua9c4AThRE+yMrC1RmHJK0wxoUICfJ8=,5
29272,1790957,500VO00000GWykeYAD,24-00766227,SW-Dirty Alley,API,1725148800000,Closed,1725667200000,1725926400000,1725667200000,Solid Waste,Service Response,1725667200000,Work completed,"1406 N ELLWOOD AVE, Baltimore City, 21213",21213,Berea,13,Eastern,324,39.307490780460576,-76.574097944045420,"(39.307490780460576, -76.574097944045420)",0,0,pJR0OHfpgl/nyUUDOu39XkGrqvCn1Ux+0ULewH6SbGg=,6
29273,1817657,500VO00000HLurtYAD,24-00801358,SW-Dirty Street,API,1726099200000,Closed,1726272000000,1727049600000,1726272000000,Solid Waste,Service Response,1726272000000,Work completed,"BARCLAY ST & E LANVALE ST, Baltimore City, 21202",21202,Greenmount West,12,Eastern,311,39.308956337811004,-76.610781047608413,"(39.308956337811004, -76.610781047608413)",0,0,2OuoyJRBBChcns0X7+qaUtYzD1y2mDAV3gjC0bsGKqY=,2
29274,1790963,500VO00000GWynuYAD,24-00766219,SW-Dirty Alley,API,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,Work completed,"3721 SAINT MARGARET ST, Baltimore City, 21225",21225,Brooklyn,10,Southern,916,39.232666346350463,-76.595367392284530,"(39.232666346350463, -76.595367392284530)",0,0,ExBv+sCj8FU7qS7kp/XR9y9MuewveX5iGicp4HwrKNM=,8
29275,1817688,500VO00000HlvAkYAJ,24-00817540,SW-Dirty Street,Phone,1726617600000,Closed,1726704000000,1727395200000,1726704000000,Solid Waste,Service Response,1726704000000,Work completed,"4000 BALFERN AVE, Baltimore City, 21213",21213,Belair-Edison,13,Eastern,334,39.317235898892164,-76.559442763243311,"(39.317235898892164, -76.559442763243311)",0,0,48Eb2EmbycAwzK7JogMqsLPRN14HD1Zd95MVVCjxNZY=,1
29276,1790984,500VO00000GWzAQYA1,24-00766109,SW-Dirty Street,API,1725148800000,Closed,1726012800000,1725926400000,1726012800000,Solid Waste,Service Response,1726012800000,Work completed,"5501 HILLEN RD, Baltimore City, 21239",21239,Loch Raven,3,Northeastern,413,39.356656394298831,-76.582130080507895,"(39.356656394298831, -76.582130080507895)",0,0,vJp23NRxbXqx+KZdpwcEXIFdafDZpL7y43dVXtU66XQ=,10
29277,1817726,500VO00000HLw2SYAT,24-00801210,SW-Dirty Alley,Phone,1726099200000,Closed,1726531200000,1727049600000,1726531200000,Solid Waste,Service Response,1726531200000,Work completed,"1800 MADISON AVE, Baltimore City, 21217",21217,Madison Park,11,Western,713,39.307031138627998,-76.632133560457589,"(39.307031138627998, -76.632133560457589)",0,0,vYYEX/PEcgcIVDd6uNBrchhRlExQIhD+kXNXBuG3gPQ=,5
29278,1790988,500VO00000GwzDBYAZ,24-00784212,SW-Dirty Alley,API,1725667200000,Closed,1726185600000,1726531200000,1726185600000,Solid Waste,Service Response,1726185600000,Work completed,"500 BLK N BENTALOU-PULASKI, Baltimore City, 21223",21223,Midtown-Edmondson,9,Western,725,39.294199788993566,-76.650815673553794,"(39.294199788993566, -76.650815673553794)",0,0,qWeKDSeSFmHqTGQnLUwO6xrHOf2y5iJ4cr4otudnNUs=,6
29279,1817757,500VO00000HlwN0YAJ,24-00817702,SW-Dirty Alley,Phone,1726617600000,Closed,1727049600000,1727395200000,1727049600000,Solid Waste,Service Response,1727049600000,Work completed,"3808 OLD FREDERICK RD, Baltimore City, 21229",21229,Saint Josephs,8,Southwestern,815,39.284188565360139,-76.679847438632819,"(39.284188565360139, -76.679847438632819)",0,0,6K4mlXDD1sSWNYBNFoq/7TrdpNdo4qDcDPpvkv14gVw=,5
29280,1790989,500VO00000GwzDDYAZ,24-00784626,SW-Dirty Street,Phone,1725667200000,Closed,1726185600000,1726531200000,1726185600000,Solid Waste,Service Response,1726185600000,Work completed,"2662 W FRANKLIN ST, Baltimore City, 21223",21223,Rosemont Homeowners/Tenants,9,Western,724,39.293416013646876,-76.660991096563478,"(39.293416013646876, -76.660991096563478)",0,0,zeXgLrKl+d0etHuo6ndL7rVOefz/j8yeizwed9xjiAQ=,6
29281,1817761,500VO00000HlwrgYAB,24-00818023,SW-Dirty Alley,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,SR assessed and no cause for action determined,"601 LINNARD ST, BC, 21229",21229,Edgewood,8,Southwestern,812,39.294052350313962,-76.676286099603260,"(39.294052350313962, -76.676286099603260)",0,0,TAUJhAG8IaImo6d18bRQYQpewQnLMJqobCnbFrl5jWY=,2
29282,1791062,500VO00000GX1SNYA1,24-00766264,SW-Dirty Street,Phone,1725148800000,Closed,1725580800000,1725926400000,1725580800000,Solid Waste,Service Response,1725580800000,Work completed,"MARYLAND AVE & W NORTH AVE, Baltimore City, 21201",21201,Charles North,12,Eastern,311,39.311044413484794,-76.617897826303846,"(39.311044413484794, -76.617897826303846)",0,0,m24rMlt3vHR0WHp3IfjvBDx0mUI8/RXPijcPnZKgHkI=,5
29283,1791077,500VO00000GX2czYAD,24-00766322,SW-Dirty Alley,API,1725148800000,Closed,1725667200000,1725926400000,1725667200000,Solid Waste,Service Response,1725667200000,Work completed,"1 BLK E READ-MADISON, Baltimore City, 21202",21202,Mount Vernon,12,Central,122,39.299109674971170,-76.614559463818821,"(39.299109674971170, -76.614559463818821)",0,0,edvdsF4qmLLlCjW7Xx0bclJE6da4H2CLKb0Iu3v1iNo=,6
29284,1791102,500VO00000GX3E1YAL,24-00766146,SW-Dirty Street,Phone,1725148800000,Closed,1725840000000,1725926400000,1725840000000,Solid Waste,Service Response,1725840000000,Work completed,"1500 BLK N ELLAMONT ST, Baltimore City, 21216",21216,Rosemont,9,Northwestern,615,39.305259424679868,-76.670705371387555,"(39.305259424679868, -76.670705371387555)",0,0,oMUOls6LHZeWs6NdZrHODFLxnTkTYgzxMx25Tsf5bXc=,8
29285,1791132,500VO00000Gx4G5YAJ,24-00784281,SW-Dirty Alley,Phone,1725667200000,Closed,1726012800000,1726531200000,1726012800000,Solid Waste,Service Response,1726012800000,Work completed,"300 CATHEDRAL ST, Baltimore City, 21201",21201,Downtown,11,Central,113,39.293330319816228,-76.616962143806404,"(39.293330319816228, -76.616962143806404)",0,0,btiuss9SC2kgl0JyY7Atuot5Xps+Yj7O5+nk5BQUSIw=,4
29286,1817790,500VO00000HlxCYYAZ,24-00817737,SW-Dirty Alley,Phone,1726617600000,Closed,1727222400000,1727395200000,1727222400000,Solid Waste,Service Response,1727222400000,Work completed,"3200 CLARENCE AVE, Baltimore City, 21213",21213,Belair-Edison,13,Eastern,331,39.322474036805438,-76.576152354470224,"(39.322474036805438, -76.576152354470224)",0,0,iz51xYErMLVlAaUNawHIyghmC2JQrIR/+fKVcnGpo68=,7
29287,1791163,500VO00000GX5MNYA1,24-00766424,SW-Dirty Alley,API,1725148800000,Closed,1725926400000,1725926400000,1725926400000,Solid Waste,Service Response,1725926400000,Work completed,"900 BLK E 25TH-BONAPARTE, Baltimore City, 21218",21218,East Baltimore Midway,12,Eastern,314,39.316838007262447,-76.601779680566310,"(39.316838007262447, -76.601779680566310)",0,0,b2v5pWAXbFhbo87YhEBHkTf/dDMaj+XcxueHruc/9AY=,9
29288,1817864,500VO00000HLyM0YAL,24-00801200,SW-Dirty Street,Phone,1726099200000,Closed,1726531200000,1727049600000,1726531200000,Solid Waste,Service Response,1726531200000,Work completed,"3065 EDMONDSON AVE, BC, 21223",21223,Penrose/Fayette Street Outreach,9,Southwestern,823,39.294135380507782,-76.667964443648131,"(39.294135380507782, -76.667964443648131)",0,0,az4BJed3tIX5Oc0LKf1q5D/ubq9UE3rdvzdg/5EDGK4=,5
29289,1817887,500VO00000HlZ0YYAV,24-00817223,SW-Dirty Alley,Phone,1726617600000,Closed,1726704000000,1727395200000,1726704000000,Solid Waste,Service Response,1726704000000,Work completed,"815 N GLOVER ST, Baltimore City, 21205",21205,Madison-Eastend,13,Southeastern,226,39.300560448486728,-76.580147029662200,"(39.300560448486728, -76.580147029662200)",0,0,4BvoZfBgI1wTyUXhD9SPHS7mnBIiLttOtkRjaBMkit4=,1
29290,1817891,500VO00000HLz5BYAT,24-00801132,SW-Dirty Street,Phone,1726099200000,Closed,1726617600000,1727049600000,1726617600000,Solid Waste,Service Response,1726617600000,Work completed,"900 CATOR AVE, Baltimore City, 21218",21218,Pen Lucy,4,Northern,525,39.339307480885054,-76.603391307259770,"(39.339307480885054, -76.603391307259770)",0,0,GcHM7jdUCShfd1I1bsZ5PC3HUnwaoUy5xgd3ht8Mgqk=,6
29291,1817900,500VO00000HlZewYAF,24-00817514,SW-Dirty Street,Phone,1726617600000,Closed,1726790400000,1727395200000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"LIBERTY HEIGHTS AVE & N DUKELAND ST & WABASH AVE, Baltimore City, 21215",21215,Hanlon-Longwood,7,Northwestern,625,39.322682240898267,-76.666594305819089,"(39.322682240898267, -76.666594305819089)",0,0,7T9pjLQHSPJ9h7pkLRPozWjocOnwmtNSXGwAeLE5x/A=,2
29292,1791178,500VO00000GX65WYAT,24-00766287,SW-Dirty Alley,API,1725148800000,Closed,1725667200000,1725926400000,1725667200000,Solid Waste,Service Response,1725667200000,Work completed,"101 S DEAN ST, Baltimore City, 21224",21224,Baltimore Highlands,2,Southeastern,214,39.290706832200556,-76.566655889656104,"(39.290706832200556, -76.566655889656104)",0,0,It5vcQKrRFaJ3bvSO9A+Pz1rIepjPqHTe0YT5sYgiis=,6
29293,1817928,500VO00000HLZXFYA5,24-00800896,SW-Dirty Alley,Phone,1726099200000,Closed,1726617600000,1727049600000,1726617600000,Solid Waste,Service Response,1726617600000,SR assessed and no cause for action determined,"4400 OLD YORK RD, Baltimore City, 21212",21212,Wilson Park,4,Northern,525,39.343556408948089,-76.608126682514467,"(39.343556408948089, -76.608126682514467)",0,0,2P5x5WyPj8bGc7eICdNQefq07pNy2ZJfzfXBoHptstk=,6
29294,1817977,500VO00000HM1uwYAD,24-00801087,SW-Dirty Alley,API,1726099200000,Closed,1726790400000,1727049600000,1726790400000,Solid Waste,Service Response,1726790400000,Work completed,"3003 HARVIEW AVE, Baltimore City, 21234",21234,North Harford Road,3,Northeastern,424,39.368608262750143,-76.546433748536572,"(39.368608262750143, -76.546433748536572)",0,0,3LIozo0ewZv1ZRodD1bF3wrUlzaASydc+2T9yNl+3eQ=,8
29295,1818013,500VO00000Hm3Q6YAJ,24-00817844,SW-Dirty Street,API,1726617600000,Closed,1726876800000,1727395200000,1726876800000,Solid Waste,Service Response,1726876800000,Work completed,"4203 MORRISON CT, Baltimore City, 21226",21226,Curtis Bay,10,Southern,913,39.227460039089287,-76.587830355177331,"(39.227460039089287, -76.587830355177331)",0,0,tHMoONLIFLf93ySEX8uNyiTM56MnUTSyK6O7ab9JohM=,3
